eventid,iyear,imonth,iday,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,location,summary,alternative,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,motive,nperps,nperpcap,weaptype1,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,addnotes,dbsource
1.97001E+11,1970,1,28,0,,217,United States,1,North America,Washington (U.S. State),Seattle,47.60356,-122.329439,Front of building,"1/28/1970: Unknown perpetrators detonated an explosive device at Temple De Hirsch in Seattle, Washington, United States.  There were no casualties but the building sustained $1,000 in damages.  During this time period, there were numerous bombings in the Seattle area.",2,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,White Extremists,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97001E+11,1970,1,30,0,,217,United States,1,North America,Nebraska (U.S. State),South Sioux City,42.47031,-96.413949,210 East 10 St.,"1/30/1970: In a series of two incidents that were possibly related, unknown perpetrators detonated an explosive device at a building in South Sioux City, Nebraska, United States.  There were no casualties but the blast damaged the foundation of the building.  This attack was one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",,1,0,3,Bombing/Explosion,20,Unknown,Strikers,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This incident might be part of a multiple attack with 197001300002.  Also, this attack might be linked with other episodes of strike violence in South City Nebraska (197002230001, 197002230002, 197002230003, 197002230004, 197001220002).",Hewitt Project
1.97001E+11,1970,1,30,0,,217,United States,1,North America,Nebraska (U.S. State),South Sioux City,42.47031,-96.413949,2503 Dakota Ave.,"1/30/1970: In a series of two incidents that were possibly related, unknown perpetrators detonated an explosive device at the A & B Boat Shop in South Sioux City, Nebraska, United States.  There were no casualties but the blast caused $2,500 in damages.  This attack was one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",,1,0,3,Bombing/Explosion,1,Business,Strikers,The attack occurred during the violent Iowa Beef Packers strike in South Sioux City.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This incident might be part of a multiple attack with 197001300001.  Also, this attack might be linked with other episodes of strike violence in South City Nebraska (197002230001, 197002230002, 197002230003, and 197002230004).",Hewitt Project
1.97001E+11,1970,1,30,0,,217,United States,1,North America,Florida (U.S. State),Coral Gables,25.749238,-80.262949,University of Miami,"1/20/1970: Unknown perpetrators firebombed the premises of the Army R.O.T.C. at the University of Miami in Coral Gables, Florida, United States.  There were no casualties but an Army personal carrier was damaged.  Two firebombs did not explode.",,1,0,7,Facility/Infrastructure Attack,4,Military,Student Radicals,To protest the R.O.T.C. program and the War in Vietnam,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97001E+11,1970,1,31,0,,217,United States,1,North America,Colorado (U.S. State),Denver,39.74001,-104.992259,2105 Decatur Street,"1/31/1970: Unknown perpetrators bombed the Police Band Building in Denver, Colorado, United States.  There were no casualties but a restroom was damaged.",2,1,0,3,Bombing/Explosion,3,Police,Unknown,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Hewitt Project
1.97002E+11,1970,2,1,0,,217,United States,1,North America,Oregon (U.S. State),Portland,45.511795,-122.675629,North Portland neighborhood,"2/1/1970: An unknown perpetrator broke into the Northeast Oregon building in Portland, Oregon, United States, which housed a Selective Service office and set fire to draft records.  About two hundred and fifty files were destroyed causing $4,189 in damage.",2,1,0,7,Facility/Infrastructure Attack,2,Government (General),Left-Wing Militants,Protest and sabotage the draft,1,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"It is suspected that the perpetrator was attempting to look for his own draft file.  This incident did not disrupt this particular Selective Service office since there was a duplicate of all of the records on microfilm.  In a sixth month period, the Oregon Selective Service Headquarters was firebombed three other times (197005060006, 197006030001, and 197008100001).",Hewitt Project
1.97002E+11,1970,2,1,0,,217,United States,1,North America,Illinois (U.S. State),Cairo,37.005105,-89.176269,Pyramid Courts,"2/1/1970: Unknown perpetrators fired shots at an Illinois State Police Car that was patrolling the all-Black Pyramid Courts housing development in Cairo, Illinois, United States.  Three bullets struck the police car of Officers Harold Nelson and John Abercrombie.  Neither officer was injured but the windshield of vehicle car was shattered.",,1,0,2,Armed Assault,3,Police,Black Nationalists,To protest police presence in Pyramid Courts,-99,-99,5,Firearms,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This attack took place during heightened racial tensions, including a Black boycott of White-owned businesses, in Cairo Illinois.  Officer Nelson was Black and Officer Abercrombie was White.  A few days after the incident Reverend Charles Koen, a Black community leader, sent a request to the governor of Illinois that State Police patrols be removed from Pyramid Courts.",Hewitt Project
1.97002E+11,1970,2,2,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,Manhattan,"2/2/1970: An incendiary device was discovered at Mays department store in Manhattan, New York, United States.  The device was dismantled before it inflicted any damage.  The next day, two incendiary devices were discovered at other department stores in New York City.",,0,0,7,Facility/Infrastructure Attack,1,Business,Unknown,,-99,-99,8,Incendiary,0,0,0,0,0,0,0,,,,Hewitt Project
1.97002E+11,1970,2,3,0,,217,United States,1,North America,New York (U.S. State),New York City,40.8501,-73.866246,The Bronx,"2/3/1970: In a series of related attacks, an incendiary device was discovered and dismantled at Alexander's Department Store in the Bronx, New York, United States.",,0,0,7,Facility/Infrastructure Attack,1,Business,Unknown,,-99,-99,8,Incendiary,0,0,0,0,0,0,0,,,Part of a multiple attack with 197002030002.  An incendiary device in a cigarette package was also used by MIRA in an attacl against a store in New York City one year after this incident. (197103190002)  Many different terrorist groups targeted in New York Department Stores in early 1970s.  This attack might be linked with 197002020001 as well.,Hewitt Project
1.97002E+11,1970,2,3,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,Manhattan,"2/3/1970: In a series of related attacks, an incendiary device was ignited at Alexander's Department Store in Manhattan, New York, United States.  The device was immediately doused with water and did not cause any damage.",,0,0,7,Facility/Infrastructure Attack,1,Business,Unknown,,-99,-99,8,Incendiary,0,0,0,0,0,0,0,,,"Part of a multiple attack with 197002030001.  The incendiary device was thought to be similar to the one in 197002030001, but it was destroyed before authorities could make any conclusions.  An incendiary device in a cigarette package was also used by MIRA in an attack against a store in New York City one year after this incident. (197103190002)  Many different terrorist groups targeted in New York Department Stores in early 1970s.  This attack might be linked with 197002020001.",Hewitt Project
1.97002E+11,1970,2,4,0,,217,United States,1,North America,Ohio (U.S. State),Akron,41.084195,-81.514059,Outside apartment complex,"2/4/1970: In an attack suspected of being connected with the Iowa Beef Packer's Strike, a dynamite bomb exploded near a parked car in Akron, Ohio, United States.  There were no casualties and the car sustained only minor damages.",,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Strikers,The attack occurred during the violent Iowa Beef Packers strike.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"This attack might be linked with other episodes of violence during the Iowa Beef Packers strike (197001220002, 197001300001, and 197001300002)",Hewitt Project
1.97002E+11,1970,2,6,0,,217,United States,1,North America,Colorado (U.S. State),Denver,39.74001,-104.992259,School Bus Parking Lot,"2/6/1970: Unknown anti-desegregationists detonated at least twelve dynamite bombs damaging thirty-nine vehicles, most of them school buses, in Denver, Colorado, United States.  There were no casualties.",,1,0,3,Bombing/Explosion,19,Transportation,Black Nationalists,Sabotage/protest the integration of Denver City Schools.,3,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"School buses played a significant role in transporting Black students to integrated schools.  Approximately 1/3 of Denver's school buses were put out of commission.  Three white males were seen running from the scene shortly before the explosion, however, no perpetrators were ever apprehended.",Hewitt Project
1.97002E+11,1970,2,6,0,,217,United States,1,North America,Washington (U.S. State),Seattle,47.60356,-122.329439,Central District,"2/6/1970: Suspected White Racists detonated a bomb at the house of State Senator Fred Dore in Seattle, Washington, United States.  There were no casualties, but the house sustained major damages.  Dore was a White sympathizer of African American causes.",,1,0,3,Bombing/Explosion,2,Government (General),White Extremists,To intimidate/show dissatisfaction with White sympathizers of the African American cause.,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"The  general consensus among sources is that the attack was carried out by White Racists.  After the incident Senator Dore moved to another part of town.  This attack has been linked with the bombing of the home of Seattle State Legislator David Sprague (197004190004).  On the same day as this incident, a Jewish synagogue was bombed in Seattle (197002060003).",Hewitt Project
1.97002E+11,1970,2,6,0,,217,United States,1,North America,Washington (U.S. State),Seattle,47.60356,-122.329439,Infront of doors,"2/6/1970: Unknown perpetrators detonated a bomb at a synagogue in Seattle, Washington, United States.  There were no casualties but the building as well as surrounding residences sustained minor damage.   During this time period, there were numerous bombings in the Seattle area.",2,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,White Extremists,,-99,-99,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),This might be linked with 197001280002.  Both were bombings occurred against synagogues in Seattle.  This incident took place on the same day that Washington State Senator Frank Dore's home was bombed (197002060002).,Hewitt Project
1.97002E+11,1970,2,6,0,,217,United States,1,North America,Puerto Rico (Commonwealth),Dorado,18.460791,-66.264884,,"2/6/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for igniting firebombs at a Selective Service office in Dorado, Puerto Rico.  There were no casualties and it is unknown if the firebombs caused any damage.",,1,0,7,Facility/Infrastructure Attack,2,Government (General),Armed Revolutionary Independence Movement (MIRA),To fight imperialism and exploitation.,-99,-99,8,Incendiary,0,0,0,0,0,0,-9,4,Unknown,Part of a multiple attack with 197002060005 and 197002060006.  The three attacks occurred within 30 minutes of each other.  MIRA claimed this attack along with 197002080002 and 197002090003 in the same mimeographed sheet sent to the news media.,Hewitt Project
